"Table 5: Local Authority: Gross domestic product (GDP) at current market prices, pounds million",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITL1 Region,LA code,LA name,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Scotland,S12000011,East Renfrewshire,701,728,765,794,824,867,910,921,956,965,"1,019",964,983,"1,023","1,080","1,159","1,236","1,276","1,313","1,390","1,408","1,413","1,364","1,510","1,636","1,784"
Scotland,S12000038,Renfrewshire,"2,618","2,659","2,803","2,932","3,025","3,127","3,296","3,443","3,628","3,594","3,788","3,623","3,649","3,835","3,908","4,107","4,484","4,617","4,577","4,871","5,046","5,220","4,949","5,531","5,617","5,934"
Scotland,S12000018,Inverclyde,930,916,970,"1,042","1,096","1,150","1,241","1,285","1,311","1,319","1,385","1,352","1,340","1,412","1,456","1,422","1,516","1,525","1,539","1,533","1,458","1,426","1,259","1,386","1,409","1,531"
Scotland,S12000050,North Lanarkshire,"4,330","4,377","4,526","4,803","4,997","5,292","5,595","5,921","6,250","6,360","6,725","6,501","6,561","6,773","6,942","7,240","7,997","8,087","8,323","8,907","9,142","9,538","9,122","9,857","10,549","11,687"
Scotland,S12000033,Aberdeen City,"5,427","5,462","5,576","6,016","6,272","6,385","6,740","7,114","8,091","9,068","10,061","9,834","10,275","10,598","11,385","12,126","12,359","11,843","10,744","10,442","10,778","11,163","9,928","10,118","11,141","11,976"
Scotland,S12000034,Aberdeenshire,"3,564","3,571","3,691","3,950","4,124","4,172","4,409","4,708","5,281","5,832","6,280","6,101","6,252","6,607","6,738","7,347","8,050","8,010","7,719","7,978","7,800","7,694","6,948","7,239","7,798","8,224"
Scotland,S12000026,Scottish Borders,"1,460","1,460","1,507","1,575","1,640","1,703","1,743","1,846","1,967","2,005","2,077","2,019","2,076","2,161","2,204","2,307","2,478","2,532","2,547","2,671","2,788","2,870","2,708","2,925","3,054","3,206"
Scotland,S12000006,Dumfries and Galloway,"2,090","2,172","2,302","2,449","2,504","2,655","2,742","2,885","3,039","3,080","3,247","3,150","3,136","3,286","3,366","3,532","3,695","3,697","3,768","3,973","3,959","4,163","3,904","4,126","4,338","4,665"
Scotland,S12000008,East Ayrshire,"1,242","1,290","1,343","1,429","1,468","1,522","1,596","1,730","1,847","1,908","1,991","1,940","1,957","2,003","2,035","2,054","2,113","2,162","2,194","2,349","2,317","2,356","2,241","2,423","2,555","2,779"
Scotland,S12000028,South Ayrshire,"1,544","1,582","1,693","1,764","1,837","1,900","2,015","2,123","2,245","2,239","2,334","2,296","2,366","2,434","2,438","2,456","2,581","2,632","2,665","2,790","2,862","2,917","2,587","2,760","3,069","3,361"
Scotland,S12000029,South Lanarkshire,"3,968","4,047","4,139","4,353","4,543","4,831","5,092","5,446","5,901","6,024","6,336","6,218","6,258","6,423","6,628","6,944","7,225","7,295","7,466","7,910","7,900","8,143","7,612","8,044","8,764","9,543"
Northern Ireland,N09000003,Belfast,"6,120","6,509","7,007","7,391","7,691","8,433","8,951","9,464","9,986","10,469","10,635","10,592","10,372","10,758","11,013","11,643","11,792","12,238","13,076","13,911","14,302","14,855","14,074","16,124","17,673","19,651"
Northern Ireland,N09000002,"Armagh City, Banbridge and Craigavon","1,920","2,023","2,162","2,320","2,386","2,543","2,668","2,841","3,029","3,226","3,238","3,114","3,198","3,329","3,417","3,622","3,794","3,939","4,220","4,384","4,612","4,852","4,570","5,072","5,478","6,119"
Northern Ireland,N09000010,"Newry, Mourne and Down","1,547","1,649","1,776","1,875","1,935","2,076","2,181","2,324","2,472","2,561","2,624","2,499","2,529","2,688","2,796","2,936","3,108","3,187","3,380","3,508","3,632","3,862","3,661","3,990","4,342","4,727"
Northern Ireland,N09000011,Ards and North Down,"1,274","1,346","1,434","1,511","1,569","1,676","1,726","1,851","1,974","2,050","2,074","1,964","1,975","2,078","2,139","2,102","2,190","2,216","2,407","2,541","2,621","2,706","2,590","2,805","2,998","3,216"
Northern Ireland,N09000005,Derry City and Strabane,"1,507","1,588","1,656","1,722","1,774","1,980","2,031","2,213","2,377","2,399","2,479","2,451","2,455","2,544","2,644","2,689","2,742","2,793","2,975","3,149","3,209","3,442","3,403","3,663","4,020","4,255"
Northern Ireland,N09000009,Mid Ulster,"1,733","1,848","2,018","2,091","2,140","2,358","2,447","2,623","2,780","2,921","2,829","2,560","2,710","2,791","2,851","3,047","3,207","3,335","3,502","3,644","3,915","4,213","3,863","4,322","4,834","5,215"
Northern Ireland,N09000004,Causeway Coast and Glens,"1,330","1,415","1,555","1,586","1,637","1,772","1,836","1,950","2,087","2,152","2,154","2,069","2,123","2,243","2,303","2,326","2,364","2,377","2,537","2,652","2,634","2,729","2,533","2,844","3,087","3,329"
Northern Ireland,N09000001,Antrim and Newtownabbey,"1,835","1,943","2,082","2,193","2,256","2,369","2,468","2,578","2,742","2,904","2,867","2,740","2,812","2,937","3,006","3,017","3,205","3,306","3,433","3,637","3,707","3,918","3,850","4,121","4,334","4,838"
Northern Ireland,N09000007,Lisburn and Castlereagh,"1,646","1,741","1,872","1,985","2,038","2,181","2,248","2,392","2,537","2,645","2,647","2,587","2,619","2,718","2,833","2,913","3,015","3,150","3,311","3,414","3,616","3,841","3,610","4,008","4,388","4,850"
Northern Ireland,N09000008,Mid and East Antrim,"2,126","2,228","2,431","2,361","2,431","2,483","2,636","2,642","2,768","2,821","2,943","3,110","3,081","2,958","3,327","3,319","3,273","3,597","3,532","3,229","2,809","2,947","2,811","3,056","3,316","3,680"
Northern Ireland,N09000006,Fermanagh and Omagh,"1,245","1,314","1,394","1,464","1,518","1,634","1,717","1,862","1,976","2,023","2,033","1,955","1,963","2,013","2,129","2,049","2,183","2,209","2,350","2,489","2,590","2,712","2,622","2,866","3,089","3,386"
